,cumulative_pv,cumulative_load,cumulative_grid_import,cumulative_grid_export,net_grid
117,235742.10000000012,215127.94952107972,29353.755068917613,38360.404135461664,9006.64906654405
118,235760.70000000013,217021.6789831158,31228.884530953692,38360.404135461664,7131.519604507972
119,235779.30000000013,218896.20597354262,33084.81152138052,38360.404135461664,5275.5926140811425
120,235797.90000000014,220744.54777541137,34914.55332324928,38360.404135461664,3445.850812212382
121,235816.50000000015,222609.59822140765,36761.00376924557,38360.404135461664,1599.4003662160903
122,235835.10000000015,224452.7029855648,38585.50853340272,38360.404135461664,-225.10439794105332
123,235853.70000000016,226249.00692064833,40363.212468486236,38360.404135461664,-2002.8083330245718
124,235872.30000000016,228065.9264962474,42161.53204408531,38360.404135461664,-3801.1279086236464
125,235890.90000000017,229936.21397995533,44013.21952779321,38360.404135461664,-5652.815392331548
126,235909.50000000017,231879.81999162582,45938.2255394637,38360.404135461664,-7577.821404002039
127,236018.7000000002,233892.9206624536,47842.126210291484,38360.404135461664,-9481.72207482982
128,238198.35000000018,235880.91680329872,47842.126210291484,38360.404135461664,-9481.72207482982
129,243944.7000000002,237777.8051134783,47842.126210291484,38360.404135461664,-9481.72207482982
130,250823.0250000002,239569.2045211811,47842.126210291484,38360.404135461664,-9481.72207482982
131,258174.0750000002,241304.07717263154,47842.126210291484,38360.404135461664,-9481.72207482982
132,265808.7000000002,243027.72760041425,47842.126210291484,38360.404135461664,-9481.72207482982
133,273305.2500000002,244751.37802819695,47842.126210291484,38399.75220417504,-9442.374006116443
134,280973.55000000016,246577.35851031294,47842.126210291484,44236.80856416431,-3605.3176461271723
135,288365.7000000002,248549.64353802323,47842.126210291484,49651.41037855929,1809.2841682678045
136,293199.0000000002,250545.28741647897,47842.126210291484,52483.80334220882,4641.677131917335
137,294024.30000000016,252529.7921988497,47842.126210291484,52483.80334220882,4641.677131917335
138,294047.3250000002,254484.95294451882,47842.126210291484,52483.80334220882,4641.677131917335
139,294065.92500000016,256442.94002800056,47842.126210291484,52483.80334220882,4641.677131917335
140,294084.52500000014,258356.8694926386,47842.126210291484,52483.80334220882,4641.677131917335
141,294103.1250000001,260233.14216230263,47842.126210291484,52483.80334220882,4641.677131917335
142,294121.7250000001,261998.02387111646,47842.126210291484,52483.80334220882,4641.677131917335
143,294140.32500000007,263741.9574290838,47842.126210291484,52483.80334220882,4641.677131917335
144,294158.92500000005,265464.27781554294,47842.126210291484,52483.80334220882,4641.677131917335
145,294177.525,267195.659108519,47842.126210291484,52483.80334220882,4641.677131917335
146,294196.125,268999.6107812131,47842.126210291484,52483.80334220882,4641.677131917335
147,294214.725,270801.81677467003,47842.126210291484,52483.80334220882,4641.677131917335
148,294233.32499999995,272601.27955789707,47842.126210291484,52483.80334220882,4641.677131917335
149,294251.92499999993,274436.65345686086,47842.126210291484,52483.80334220882,4641.677131917335
150,294270.5249999999,276344.3483527946,48825.01848657687,52483.80334220882,3658.7848556319514
151,294411.29999999993,278355.7033443852,50695.59847816745,52483.80334220882,1788.2048640413705
152,296920.79999999993,280348.60401261103,50695.59847816745,52483.80334220882,1788.2048640413705
153,303005.8499999999,282239.1746265036,50695.59847816745,52483.80334220882,1788.2048640413705
154,310245.5999999999,284071.4728049066,50695.59847816745,52483.80334220882,1788.2048640413705
155,317714.8499999999,285917.7364172073,50695.59847816745,52483.80334220882,1788.2048640413705
156,325247.0999999999,287788.02390091517,50695.59847816745,52483.80334220882,1788.2048640413705
157,332730.29999999993,289686.657890332,50695.59847816745,53082.22519836798,2386.626720200533
158,340252.57499999995,291608.31822016335,50695.59847816745,58677.57671064189,7981.978232474445
159,347255.17499999993,293577.11188939924,50695.59847816745,63706.11988351128,13010.521405343832
160,351776.99999999994,295567.85124047427,50695.59847816745,66231.94237454153,15536.343896374077
161,352552.49999999994,297550.9428539387,50695.59847816745,66231.94237454153,15536.343896374077
162,352575.67499999993,299500.86656189617,50695.59847816745,66231.94237454153,15536.343896374077
163,352594.2749999999,301418.2873850086,50695.59847816745,66231.94237454153,15536.343896374077
164,352612.8749999999,303294.2275443417,50695.59847816745,66231.94237454153,15536.343896374077
165,352631.47499999986,305139.07798773603,50695.59847816745,66231.94237454153,15536.343896374077
166,352650.07499999984,306963.64530094573,50695.59847816745,66231.94237454153,15536.343896374077
167,352668.6749999998,308770.7558217834,50695.59847816745,66231.94237454153,15536.343896374077
168,352687.2749999998,310572.9618152403,50695.59847816745,66231.94237454153,15536.343896374077
169,352705.87499999977,312379.7398257471,50695.59847816745,66231.94237454153,15536.343896374077
170,352724.47499999974,314184.10713635484,50695.59847816745,66231.94237454153,15536.343896374077
171,352743.0749999997,315984.98308848817,50695.59847816745,66231.94237454153,15536.343896374077
172,352761.6749999997,317801.57015375636,50695.59847816745,66231.94237454153,15536.343896374077
173,352780.2749999997,319646.4205971507,50695.59847816745,66231.94237454153,15536.343896374077
174,352798.87499999965,321538.40437994956,51911.96496904377,66231.94237454153,14319.977405497753
175,352848.29999999964,323505.7848802791,53829.92046937334,66231.94237454153,12402.021905168185
176,353918.32499999966,325470.00653246517,54724.11712155939,66231.94237454153,11507.825252982133
177,357120.5249999997,327412.2825028121,54724.11712155939,66231.94237454153,11507.825252982133
178,361353.2999999997,329302.8531167047,54724.11712155939,66231.94237454153,11507.825252982133
179,366103.4249999997,331133.7381262014,54724.11712155939,66231.94237454153,11507.825252982133
180,372284.3249999997,332901.44617282785,54724.11712155939,66231.94237454153,11507.825252982133
181,378539.1749999997,334816.7888063722,54724.11712155939,66231.94237454153,11507.825252982133
182,384574.4999999997,336895.560267552,54724.11712155939,66231.94237454153,11507.825252982133
183,390620.8499999997,339010.65848238213,54724.11712155939,66231.94237454153,11507.825252982133
184,394690.57499999966,341122.26533873787,54724.11712155939,66231.94237454153,11507.825252982133
185,395473.2749999997,343136.77917847194,54724.11712155939,66231.94237454153,11507.825252982133
186,395496.5999999997,345071.3242836255,54724.11712155939,66231.94237454153,11507.825252982133
187,395515.19999999966,346969.5426351287,54724.11712155939,66231.94237454153,11507.825252982133
188,395533.79999999964,348825.5321746081,54724.11712155939,66231.94237454153,11507.825252982133
189,395552.3999999996,350650.0994878178,54724.11712155939,66231.94237454153,11507.825252982133
190,395570.9999999996,352457.21000865544,54724.11712155939,66231.94237454153,11507.825252982133
191,395589.59999999957,354262.9073605868,54724.11712155939,66231.94237454153,11507.825252982133
192,395608.19999999955,356059.2112956703,54724.11712155939,66231.94237454153,11507.825252982133
193,395626.7999999995,357848.8650241359,54724.11712155939,66231.94237454153,11507.825252982133
194,395645.3999999995,359624.22080837295,54724.11712155939,66231.94237454153,11507.825252982133
195,395663.9999999995,361390.5156860931,54724.11712155939,66231.94237454153,11507.825252982133
196,395682.59999999945,363151.9060364325,54724.11712155939,66231.94237454153,11507.825252982133
197,395701.19999999943,364936.6552375174,54887.42457366863,66231.94237454153,11344.517800872898
198,395719.7999999994,366770.283457244,56702.452793395234,66231.94237454153,9529.489581146292
199,395897.69999999943,368601.1684667407,58355.437802891945,66231.94237454153,7876.504571649581
200,399581.1749999994,370386.3333057392,58355.437802891945,66231.94237454153,7876.504571649581
201,409231.2749999994,372152.62818345934,58355.437802891945,66231.94237454153,7876.504571649581
202,419886.74999999936,373917.1773819423,58355.437802891945,66231.94237454153,7876.504571649581
203,430190.99999999936,375691.4525076039,58355.437802891945,67011.60129212831,8656.163489236365
204,440170.42499999935,377503.1350454914,58355.437802891945,75174.08059634612,16818.64279345417
205,450395.3249999994,379294.2019428633,58355.437802891945,83602.65054107948,25247.212738187533
206,461304.5999999994,381110.7890081315,58355.437802891945,92690.07531791656,34334.63751502462
207,472339.7999999994,382938.18265915377,58355.437802891945,101892.61850899953,43537.18070610758
208,479675.9999999994,384782.7005922172,58355.437802891945,107379.03741804133,49023.59961514939
209,480913.4249999994,386630.7098837551,58355.437802891945,107379.03741804133,49023.59961514939
210,480936.8999999994,388475.5603271494,58355.437802891945,107379.03741804133,49023.59961514939
211,480955.49999999936,390304.6996574089,58355.437802891945,107379.03741804133,49023.59961514939
212,480974.09999999934,392124.3624432379,58355.437802891945,107379.03741804133,49023.59961514939
213,480992.6999999993,393832.7173957994,58355.437802891945,107379.03741804133,49023.59961514939
214,481011.2999999993,395537.5809898865,58355.437802891945,107379.03741804133,49023.59961514939
215,481029.89999999927,397305.28903651296,58355.437802891945,107379.03741804133,49023.59961514939
216,481048.49999999924,399082.39049998723,58355.437802891945,107379.03741804133,49023.59961514939
217,481067.0999999992,400842.36768142035,58355.437802891945,107379.03741804133,49023.59961514939
218,481085.6999999992,402600.5991836163,58355.437802891945,107379.03741804133,49023.59961514939
219,481104.2999999992,404341.70640377107,58355.437802891945,107379.03741804133,49023.59961514939
220,481122.89999999915,406084.22679283214,58355.437802891945,107379.03741804133,49023.59961514939
221,481141.4999999991,407859.5825770692,58355.437802891945,107379.03741804133,49023.59961514939
222,481160.0999999991,409655.8865121527,58355.437802891945,107379.03741804133,49023.59961514939
223,481317.5999999991,411483.28016317496,59702.62520766126,107379.03741804133,47676.41221038008
224,484613.7749999991,413455.2326805543,59702.62520766126,107379.03741804133,47676.41221038008
225,493256.5499999991,415708.57206545456,59702.62520766126,107379.03741804133,47676.41221038008
226,502920.2249999991,418054.7649602575,59702.62520766126,107379.03741804133,47676.41221038008
227,512369.4749999991,420446.3455152278,59702.62520766126,107379.03741804133,47676.41221038008
228,521661.1499999991,422768.43141104083,59702.62520766126,110086.00646937391,50383.38126171265
229,531148.7999999991,424955.7674952582,59702.62520766126,117381.05722726183,57678.43201960057
230,541149.8249999991,427152.49699632335,59702.62520766126,125180.08956830193,65477.464360640675
231,551166.2249999992,429376.1598341911,59702.62520766126,132967.56357253945,73264.9383648782
232,557682.9749999992,431523.0127856218,59702.62520766126,137332.19746321396,77629.5722555527
233,558812.0999999992,433669.5332267216,59702.62520766126,137332.19746321396,77629.5722555527
234,558836.2499999992,435693.4404833035,59702.62520766126,137332.19746321396,77629.5722555527
235,558854.8499999992,437525.32302379294,59702.62520766126,137332.19746321396,77629.5722555527
236,558873.4499999991,439331.0203757243,59702.62520766126,137332.19746321396,77629.5722555527
237,558892.0499999991,441136.3852173247,59702.62520766126,137332.19746321396,77629.5722555527
238,558910.6499999991,442926.3714561212,59702.62520766126,137332.19746321396,77629.5722555527
239,558929.2499999991,444702.0597506892,59702.62520766126,137332.19746321396,77629.5722555527
240,558947.849999999,446482.320062307,59702.62520766126,137332.19746321396,77629.5722555527
241,558966.449999999,448247.20177112083,59702.62520766126,137332.19746321396,77629.5722555527
242,558985.049999999,450027.7945930695,59702.62520766126,137332.19746321396,77629.5722555527
243,559003.649999999,451819.1940007723,59702.62520766126,137332.19746321396,77629.5722555527
244,559022.249999999,453068.435313949,59702.62520766126,137332.19746321396,77629.5722555527
245,559040.8499999989,454773.2989080361,59702.62520766126,137332.19746321396,77629.5722555527
246,559059.4499999989,456655.8061464044,59702.62520766126,137332.19746321396,77629.5722555527
247,559159.3499999989,458632.5800635818,61579.49912483864,137332.19746321396,75752.69833837531
248,561236.8499999989,460598.54739500507,61579.49912483864,137332.19746321396,75752.69833837531
249,566857.1999999989,462449.6324071037,61579.49912483864,137332.19746321396,75752.69833837531
250,573533.9249999989,464226.733870578,61579.49912483864,137332.19746321396,75752.69833837531
251,580297.8749999988,465966.51104940916,61579.49912483864,137332.19746321396,75752.69833837531
252,587143.1999999988,467690.1614771919,61579.49912483864,137332.19746321396,75752.69833837531
253,594108.7499999988,469416.9707531181,61579.49912483864,137332.19746321396,75752.69833837531
254,601240.9499999988,471238.3792181843,61579.49912483864,140358.9331504778,78779.43402563914
255,608009.9249999988,473221.4708316487,61579.49912483864,145139.55337911865,83560.05425428
256,612626.4749999988,475245.7937261442,61579.49912483864,147726.51732672838,86147.01820188973
257,613508.4749999988,477252.65982826764,61579.49912483864,147726.51732672838,86147.01820188973
258,613532.1749999988,479220.0403285972,61579.49912483864,147726.51732672838,86147.01820188973
259,613550.7749999987,481168.8833779793,61579.49912483864,147726.51732672838,86147.01820188973
260,613569.3749999987,483079.7371220565,61579.49912483864,147726.51732672838,86147.01820188973
261,613587.9749999987,484976.20979432244,61579.49912483864,147726.51732672838,86147.01820188973
262,613606.5749999987,486846.16476769943,61579.49912483864,147726.51732672838,86147.01820188973
263,613625.1749999986,488701.8217968479,61579.49912483864,147726.51732672838,86147.01820188973
264,613643.7749999986,490526.3891100576,61579.49912483864,147726.51732672838,86147.01820188973
265,613662.3749999986,492311.55394905614,61579.49912483864,147726.51732672838,86147.01820188973
266,613680.9749999986,494113.7599425131,61579.49912483864,147726.51732672838,86147.01820188973
267,613699.5749999986,495915.96593597,61579.49912483864,147726.51732672838,86147.01820188973
268,613718.1749999985,497740.5332491797,61579.49912483864,147726.51732672838,86147.01820188973
269,613736.7749999985,499604.25365385244,61579.49912483864,147726.51732672838,86147.01820188973
270,613755.3749999985,501525.9139836838,63007.39580474659,147726.51732672838,84719.12152198178
271,613879.0499999985,503516.6533347588,64874.46015582161,147726.51732672838,82852.05717090677
272,616154.8499999986,505501.4906274604,64874.46015582161,147726.51732672838,82852.05717090677
273,621539.0249999986,507429.80116390967,64874.46015582161,147726.51732672838,82852.05717090677
274,627938.0249999986,509266.5882317798,64874.46015582161,147726.51732672838,82852.05717090677
275,634901.4749999986,511155.41316643514,64874.46015582161,147726.51732672838,82852.05717090677
276,642098.3249999986,513034.8446842427,64874.46015582161,147726.51732672838,82852.05717090677
277,649350.7499999986,514978.8663338268,64874.46015582161,147726.51732672838,82852.05717090677
278,656659.9499999986,516958.79909914767,64874.46015582161,150695.28978232047,85820.82962649886
279,663437.4749999986,518976.4717870253,64874.46015582161,155449.87893654814,90575.41878072653
280,668062.3499999986,520972.115665481,64874.46015582161,158073.84690019765,93199.38674437604
281,669035.4749999986,522940.9093347169,64874.46015582161,158073.84690019765,93199.38674437604
282,669041.3999999986,524868.8042332525,64874.46015582161,158073.84690019765,93199.38674437604
283,669041.3999999986,526773.3402810427,64874.46015582161,158073.84690019765,93199.38674437604
284,669041.3999999986,528670.2285912223,64874.46015582161,158073.84690019765,93199.38674437604
285,669041.3999999986,530541.5967335056,64874.46015582161,158073.84690019765,93199.38674437604
286,669041.3999999986,532400.7451211285,64874.46015582161,158073.84690019765,93199.38674437604
287,669041.3999999986,534247.3412437601,64874.46015582161,158073.84690019765,93199.38674437604
288,669041.3999999986,536070.1628777325,64874.46015582161,158073.84690019765,93199.38674437604
289,669041.3999999986,537885.3367740944,64874.46015582161,158073.84690019765,93199.38674437604
290,669041.3999999986,539697.3518223127,64874.46015582161,158073.84690019765,93199.38674437604
291,669041.3999999986,541506.2080223876,64874.46015582161,158073.84690019765,93199.38674437604
292,669041.3999999986,543329.02965636,64874.46015582161,158073.84690019765,93199.38674437604
293,669041.3999999986,545181.527837365,64874.46015582161,158073.84690019765,93199.38674437604
294,669041.3999999986,547115.7404321877,66314.93568912194,158073.84690019765,91758.91121107571
295,669202.0499999986,549139.6476887696,68178.19294570383,158073.84690019765,89895.65395449381
296,672362.5499999986,551133.5458879882,68178.19294570383,158073.84690019765,89895.65395449381
297,680231.6249999986,553006.3271991778,68178.19294570383,158073.84690019765,89895.65395449381
298,688979.3999999986,554783.761172983,68178.19294570383,158073.84690019765,89895.65395449381
299,696044.8430134093,556510.5704489092,68178.19294570383,158073.84690019765,89895.65395449381
300,702838.7829774248,558231.477666462,68178.19294570383,158073.84690019765,89895.65395449381
301,710197.0865473949,559978.9025829037,68178.19294570383,161861.441628855,93683.24868315118
302,717257.96368529,561819.1810092482,68178.19294570383,167076.77718251082,98898.58423680699
303,723987.7903111338,563838.2668660322,68178.19294570383,171782.25479367602,103604.06184797219
304,728174.7703408157,565877.885235749,68178.19294570383,173924.35329574638,105746.16035004254
305,728904.1795671313,567900.0468130937,68178.19294570383,173924.35329574638,105746.16035004254
306,728926.8276832772,569892.5318434059,68178.19294570383,173924.35329574638,105746.16035004254
307,728943.7068800044,571855.3403266857,68178.19294570383,173924.35329574638,105746.16035004254
308,728960.5192801964,573765.7784328493,68178.19294570383,173924.35329574638,105746.16035004254
309,728978.429168895,575676.6321769266,68178.19294570383,173924.35329574638,105746.16035004254
310,728995.0149989551,577560.5525842012,68178.19294570383,173924.35329574638,105746.16035004254
311,729011.5841918177,579416.5421236806,68178.19294570383,173924.35329574638,105746.16035004254
312,729030.7357617732,581241.1094368902,68178.19294570383,173924.35329574638,105746.16035004254
313,729048.7469504824,583063.5985605319,68178.19294570383,173924.35329574638,105746.16035004254
314,729067.8671757429,584867.550233226,68178.19294570383,173924.35329574638,105746.16035004254
315,729086.6473170366,586665.2673372158,68178.19294570383,173924.35329574638,105746.16035004254
316,729105.146565957,588461.5712722994,68178.19294570383,173924.35329574638,105746.16035004254
317,729123.0025193004,590296.9451712632,68178.19294570383,173924.35329574638,105746.16035004254
318,729141.5267222394,592201.4812190534,69823.1068347976,173924.35329574638,104101.24646094878
319,729279.9607552128,594211.0905314068,71694.28211417767,173924.35329574638,102230.07118156871
320,731678.1422409697,596221.0323540911,71694.28211417767,173924.35329574638,102230.07118156871
321,737459.4136238778,598185.2540062771,71694.28211417767,173924.35329574638,102230.07118156871
322,744779.9977207422,600061.5266759411,71694.28211417767,173924.35329574638,102230.07118156871
323,752267.7525338557,601810.3647612892,71694.28211417767,173924.35329574638,102230.07118156871
324,760156.8470345351,603661.4497733879,71694.28211417767,173924.35329574638,102230.07118156871
325,767728.6376530393,605414.7767482031,71694.28211417767,174816.6857667389,103122.40365256123
326,775225.91078732,607352.4807015002,71694.28211417767,180370.99178982776,108676.7096756501
327,782193.8473935042,609377.8011269884,71694.28211417767,185308.34481262902,113614.06269845135
328,786744.2902180701,611393.7281356287,71694.28211417767,187837.59747065982,116143.31535648216
329,787498.9210342471,613366.013163339,71694.28211417767,187837.59747065982,116143.31535648216
330,787522.3509515015,615300.2257581616,71694.28211417767,187837.59747065982,116143.31535648216
331,787540.343409757,617195.368389104,71694.28211417767,187837.59747065982,116143.31535648216
332,787558.7407824871,619059.0887937767,71694.28211417767,187837.59747065982,116143.31535648216
